INDICADOR DA SOJA ESALQ/BM&FBOVESPA - PARANAGUÁ,,
,,
Fonte: Cepea,,
Data,À vista R$,À vista US$
26/09/2018,97,"24,1"
27/09/2018,"95,91","24,05"
28/09/2018,"95,62","23,65"
01/10/2018,"96,39","23,98"
02/10/2018,"95,64","24,34"
03/10/2018,"93,89","24,09"
04/10/2018,"94,72","24,34"
05/10/2018,"94,09","24,34"
08/10/2018,"91,6","24,35"
09/10/2018,"90,83","24,48"
10/10/2018,"90,65","24,12"
11/10/2018,"90,98","24,13"
15/10/2018,"90,81","24,31"
16/10/2018,"90,92","24,44"
17/10/2018,"91,36","24,81"
18/10/2018,"90,04","24,28"
19/10/2018,"89,57","24,15"
22/10/2018,"89,4","24,23"
23/10/2018,"88,61","23,96"
24/10/2018,"88,99","23,83"
25/10/2018,"88,08","23,8"
26/10/2018,"87,64","24,02"
29/10/2018,"85,53","23,06"
30/10/2018,"86,28","23,35"
31/10/2018,"85,74","23,12"
01/11/2018,"85,79","23,26"
05/11/2018,"85,98","23,12"
06/11/2018,"85,82","22,86"
07/11/2018,"86,24","23,05"
08/11/2018,"85,36","22,81"
09/11/2018,"85,28","22,83"
12/11/2018,"84,9","22,64"
13/11/2018,"85,14","22,29"
14/11/2018,"84,93","22,42"
16/11/2018,"84,62","22,65"
19/11/2018,"83,29","22,13"
20/11/2018,"83,41","22,19"
21/11/2018,"83,53","22,07"
22/11/2018,"83,24","21,88"
23/11/2018,"83,24","21,81"
26/11/2018,"82,07","21,02"
27/11/2018,"82,18","21,14"
28/11/2018,"82,55","21,49"
29/11/2018,"82,78","21,48"
30/11/2018,"82,78","21,46"
03/12/2018,"82,93","21,66"
04/12/2018,"82,6","21,4"
05/12/2018,"80,65","20,85"
06/12/2018,"80,1","20,6"
07/12/2018,"82,1","21,15"
10/12/2018,"81,39","20,75"
11/12/2018,"81,43","20,79"
12/12/2018,"81,2","21,09"
13/12/2018,"80,98","20,89"
14/12/2018,"80,7","20,68"
17/12/2018,"81,03","20,8"
18/12/2018,"81,53","20,9"
19/12/2018,"81,5","21,04"
20/12/2018,"80,11","20,8"
21/12/2018,"80,45","20,67"
26/12/2018,"80,62","20,57"
27/12/2018,"80,35","20,61"
28/12/2018,"80,17","20,69"
02/01/2019,"79,35","20,8"
03/01/2019,"78,5","20,9"
04/01/2019,"78,04","21,01"
07/01/2019,"77,37","20,75"
08/01/2019,"77,56","20,91"
09/01/2019,"76,72","20,82"
10/01/2019,"75,99","20,43"
11/01/2019,"76,01","20,46"
14/01/2019,"75,67","20,47"
15/01/2019,"74,91","20,09"
16/01/2019,"74,53","19,99"
17/01/2019,"74,83",20
18/01/2019,"75,7","20,15"
21/01/2019,"76,22","20,27"
22/01/2019,"77,04","20,29"
23/01/2019,"78,07","20,72"
24/01/2019,"78,13","20,72"
25/01/2019,"77,68","20,65"
28/01/2019,"77,25","20,52"
29/01/2019,"77,46","20,8"
30/01/2019,"77,5","20,82"
31/01/2019,"77,08","21,11"
01/02/2019,"77,31","21,12"
04/02/2019,"77,02","20,98"
05/02/2019,"77,22","21,08"
06/02/2019,"77,2","20,86"
07/02/2019,"77,09","20,8"
08/02/2019,77,"20,62"
11/02/2019,"77,26","20,55"
12/02/2019,"77,39","20,88"
13/02/2019,"78,02","20,79"
14/02/2019,"78,63","21,01"
15/02/2019,"77,83","21,01"
18/02/2019,"77,78","20,83"
19/02/2019,"77,35","20,86"
20/02/2019,"77,4","20,77"
21/02/2019,"79,45","21,17"
22/02/2019,"78,99","21,15"
25/02/2019,"78,31","20,95"
26/02/2019,"78,18","20,86"
27/02/2019,"77,87","20,88"
28/02/2019,"77,36","20,63"
01/03/2019,"78,06","20,68"
06/03/2019,"78,14","20,36"
07/03/2019,"78,94","20,26"
08/03/2019,"78,64","20,33"
11/03/2019,"77,96","20,3"
12/03/2019,"77,09","20,23"
13/03/2019,"77,82","20,44"
14/03/2019,"78,13","20,31"
15/03/2019,"78,73","20,62"
18/03/2019,"78,53","20,73"
19/03/2019,"77,81","20,56"
20/03/2019,"77,39","20,64"
21/03/2019,"78,5","20,69"
22/03/2019,"78,96","20,23"
25/03/2019,"78,93","20,45"
26/03/2019,"78,36","20,26"
27/03/2019,"78,48","19,87"
28/03/2019,"79,03","20,21"
29/03/2019,"77,71","19,85"
01/04/2019,"76,93","19,86"
02/04/2019,"77,62","20,13"
03/04/2019,"77,25","19,96"
04/04/2019,"77,95","20,24"
05/04/2019,"77,45","20,03"
08/04/2019,"77,33","20,1"
09/04/2019,"76,97","19,97"
10/04/2019,"76,64","20,07"
11/04/2019,"76,24","19,76"
12/04/2019,"76,5","19,68"
15/04/2019,"77,25","19,96"
16/04/2019,"76,86","19,72"
17/04/2019,"76,99","19,58"
18/04/2019,"76,66","19,51"
22/04/2019,"76,48","19,46"
23/04/2019,"76,35","19,47"
24/04/2019,"75,73",19
25/04/2019,"75,46","19,08"
26/04/2019,"76,11","19,36"
29/04/2019,"74,69","18,95"
30/04/2019,"74,36","18,97"
02/05/2019,"73,94","18,67"
03/05/2019,"73,4","18,65"
06/05/2019,"74,32","18,78"
07/05/2019,"74,92","18,88"
08/05/2019,"74,23","18,89"
09/05/2019,"73,93","18,72"
10/05/2019,"74,58","18,92"
13/05/2019,"75,14","18,87"
14/05/2019,"77,07","19,4"
15/05/2019,"78,3","19,61"
16/05/2019,"78,96","19,55"
17/05/2019,"79,38","19,36"
20/05/2019,"80,56","19,64"
21/05/2019,"81,65","20,15"
22/05/2019,"79,93","19,77"
23/05/2019,"80,48","19,9"
24/05/2019,"81,13","20,21"
27/05/2019,"80,81","20,04"
28/05/2019,"82,56","20,55"
29/05/2019,"82,66","20,8"
30/05/2019,"83,41","20,98"
31/05/2019,"82,58","21,03"
03/06/2019,"81,86","21,01"
04/06/2019,"80,98","20,99"
05/06/2019,"81,38","20,87"
06/06/2019,"81,81","21,09"
07/06/2019,"81,54","21,06"
10/06/2019,"81,28","20,96"
11/06/2019,"81,18","21,1"
12/06/2019,"81,49","21,12"
13/06/2019,"81,79","21,21"
14/06/2019,"82,73","21,25"
17/06/2019,"83,39","21,38"
18/06/2019,"83,19","21,55"
19/06/2019,"82,76","21,48"
21/06/2019,"81,53","21,34"
24/06/2019,"81,5","21,31"
25/06/2019,"82,16","21,33"
26/06/2019,"82,11","21,34"
27/06/2019,"81,59","21,3"
28/06/2019,"81,8","21,33"
01/07/2019,"80,61","20,97"
02/07/2019,"80,56","20,91"
03/07/2019,"80,43","21,05"
04/07/2019,"80,36","21,18"
05/07/2019,"79,56","20,84"
08/07/2019,"78,72","20,68"
09/07/2019,"78,1","20,63"
10/07/2019,"78,72","20,98"
11/07/2019,"79,1","21,09"
12/07/2019,"79,41","21,23"
15/07/2019,"79,06","21,04"
16/07/2019,"78,74","20,92"
17/07/2019,"78,39","20,85"
18/07/2019,"77,56","20,8"
19/07/2019,"78,9","21,06"
22/07/2019,"77,81","20,82"
23/07/2019,"77,97","20,67"
24/07/2019,"78,39","20,79"
25/07/2019,"78,26","20,69"
26/07/2019,"78,13","20,74"
29/07/2019,"78,79","20,85"
30/07/2019,"77,94","20,54"
31/07/2019,"77,29","20,35"
01/08/2019,"78,63","20,47"
02/08/2019,"80,18","20,64"
05/08/2019,"81,66","20,62"
06/08/2019,"82,56","20,87"
07/08/2019,"83,09","20,9"
08/08/2019,"83,08","21,17"
09/08/2019,"83,58","21,22"
12/08/2019,"84,12","21,15"
13/08/2019,"84,59","21,34"
14/08/2019,"85,16","21,09"
15/08/2019,"85,4","21,39"
16/08/2019,"85,62","21,4"
19/08/2019,"85,54","21,04"
20/08/2019,"86,14","21,32"
21/08/2019,"85,95","21,36"
22/08/2019,"86,33","21,2"
23/08/2019,"87,43","21,24"
26/08/2019,"88,56","21,33"
27/08/2019,"88,52","21,34"
28/08/2019,"88,5","21,29"
29/08/2019,"88,68","21,3"
30/08/2019,"88,52","21,43"
02/09/2019,"88,32","21,12"
03/09/2019,"88,04","21,07"
04/09/2019,"87,64","21,35"
05/09/2019,"86,55","21,11"
06/09/2019,"86,06","21,13"
09/09/2019,"85,36","20,84"
10/09/2019,"86,02","20,99"
11/09/2019,"85,35","21,01"
12/09/2019,"86,09","21,22"
13/09/2019,"85,39","20,87"
16/09/2019,"85,72","20,96"
17/09/2019,"86,01","21,08"
18/09/2019,"85,37","20,77"
19/09/2019,"85,5","20,57"
20/09/2019,"86,89","20,92"
23/09/2019,"87,58",21
24/09/2019,"87,32","20,92"
25/09/2019,"87,06","20,95"
26/09/2019,"86,86","20,88"
27/09/2019,"86,61","20,85"
30/09/2019,"86,76","20,9"
01/10/2019,"88,14","21,17"
02/10/2019,"87,61","21,19"
03/10/2019,"87,28","21,37"
04/10/2019,"86,38","21,27"
07/10/2019,"86,55","21,1"
08/10/2019,"86,98","21,27"
09/10/2019,"87,59","21,39"
10/10/2019,88,"21,35"
11/10/2019,"88,05","21,55"
14/10/2019,"88,98","21,56"
15/10/2019,"89,66","21,56"
16/10/2019,"89,94","21,63"
17/10/2019,"90,07","21,65"
18/10/2019,"89,18","21,67"
21/10/2019,"89,82","21,72"
22/10/2019,"89,39","21,95"
23/10/2019,"89,19","22,12"
24/10/2019,"88,91","22,03"
25/10/2019,"88,7","22,13"
28/10/2019,"87,56","21,95"
29/10/2019,"86,94","21,75"
30/10/2019,"87,47","21,93"
31/10/2019,"87,38","21,78"
01/11/2019,"87,36","21,85"
04/11/2019,"87,54","21,84"
05/11/2019,"87,71","21,98"
06/11/2019,"89,3","21,86"
07/11/2019,"88,97","21,76"
08/11/2019,"89,82","21,61"
11/11/2019,"89,74","21,69"
12/11/2019,"89,85","21,55"
13/11/2019,"90,45","21,6"
14/11/2019,"90,24","21,54"
18/11/2019,"90,42","21,53"
19/11/2019,"90,74","21,62"
20/11/2019,"90,62","21,56"
21/11/2019,"91,3","21,76"
22/11/2019,"90,69","21,64"
25/11/2019,"90,23","21,42"
26/11/2019,"90,97","21,43"
27/11/2019,"90,76","21,32"
28/11/2019,"90,72","21,53"
29/11/2019,"90,06","21,27"
02/12/2019,"89,57","21,24"
03/12/2019,"88,15","20,95"
04/12/2019,"88,24","20,99"
05/12/2019,"89,7","21,43"
06/12/2019,"89,56","21,62"
09/12/2019,"89,09","21,56"
10/12/2019,"89,03","21,48"
11/12/2019,"88,91","21,51"
12/12/2019,"88,36","21,63"
13/12/2019,"87,96","21,42"
16/12/2019,"86,79","21,37"
17/12/2019,"87,32","21,49"
18/12/2019,"87,69","21,56"
19/12/2019,"87,22","21,48"
20/12/2019,"87,25","21,3"
23/12/2019,"87,42","21,45"
26/12/2019,"87,13","21,45"
27/12/2019,"87,59","21,64"
30/12/2019,"87,9","21,89"
02/01/2020,"88,08","21,89"
03/01/2020,"88,91","21,94"
06/01/2020,"88,24","21,68"
07/01/2020,"88,02","21,68"
08/01/2020,"88,13","21,76"
09/01/2020,"88,19","21,58"
10/01/2020,"88,06","21,58"
13/01/2020,"88,56","21,41"
14/01/2020,"88,96","21,55"
15/01/2020,"88,75","21,25"
16/01/2020,"87,53","20,87"
17/01/2020,"87,4","21,01"
20/01/2020,"87,66","20,93"
21/01/2020,"87,67","20,87"
22/01/2020,"87,41","20,93"
23/01/2020,"86,23","20,7"
24/01/2020,86,"20,55"
27/01/2020,"85,93","20,44"
28/01/2020,"85,81","20,46"
29/01/2020,"85,99","20,37"
30/01/2020,"85,75","20,12"
31/01/2020,"85,33","19,92"
03/02/2020,"84,73","19,94"
04/02/2020,"85,13",20
05/02/2020,"85,57","20,16"
06/02/2020,"85,7","20,04"
07/02/2020,"86,79","20,1"
10/02/2020,"87,09","20,13"
11/02/2020,"87,31","20,18"
12/02/2020,"87,69","20,17"
13/02/2020,"88,34","20,34"
14/02/2020,"88,57","20,6"
17/02/2020,"87,6","20,25"
18/02/2020,"88,69","20,35"
19/02/2020,"88,54","20,27"
20/02/2020,"89,06","20,3"
21/02/2020,"88,8","20,23"
26/02/2020,"88,66","19,97"
27/02/2020,"88,84","19,88"
28/02/2020,"89,86",20
02/03/2020,"90,3","20,13"
03/03/2020,"90,83","20,14"
04/03/2020,"91,57",20
05/03/2020,"92,37","19,87"
06/03/2020,"92,8","20,05"
09/03/2020,"92,55","19,51"
10/03/2020,"92,32","19,88"
11/03/2020,"92,86","19,62"
12/03/2020,"93,23","19,35"
13/03/2020,"92,18",19
16/03/2020,"93,18","18,53"
17/03/2020,"94,56","18,91"
18/03/2020,"94,69","18,11"
19/03/2020,"95,84","18,8"
20/03/2020,"96,7","19,15"
23/03/2020,"96,4","18,76"
24/03/2020,"98,01","19,25"
25/03/2020,"99,69","19,89"
26/03/2020,"98,55","19,69"
27/03/2020,"98,82","19,54"
30/03/2020,"100,66","19,45"
31/03/2020,"101,21","19,48"
01/04/2020,"101,37","19,27"
02/04/2020,"101,14","19,21"
03/04/2020,"101,48","19,09"
06/04/2020,"101,4","19,12"
07/04/2020,"101,21","19,4"
08/04/2020,"101,16","19,64"
09/04/2020,"100,07","19,62"
13/04/2020,"101,44","19,59"
14/04/2020,"101,08","19,49"
15/04/2020,"101,17","19,32"
16/04/2020,"100,47","19,1"
17/04/2020,"100,93","19,25"
20/04/2020,"101,45","19,12"
22/04/2020,"102,41","18,94"
23/04/2020,"103,56","18,82"
24/04/2020,"106,16","18,72"
27/04/2020,"106,61","18,67"
28/04/2020,"105,49","19,19"
29/04/2020,"103,77","19,37"
30/04/2020,"103,58","19,02"
04/05/2020,"105,66","19,08"
05/05/2020,"105,8","18,9"
06/05/2020,"107,86","18,92"
07/05/2020,"110,64","18,89"
08/05/2020,"111,42","19,38"
11/05/2020,"112,84","19,34"
12/05/2020,"113,95","19,44"
13/05/2020,"115,27","19,49"
14/05/2020,"116,27","19,92"
15/05/2020,"115,83","19,86"
18/05/2020,"113,19","19,81"
19/05/2020,"111,76","19,49"
20/05/2020,"111,31","19,61"
21/05/2020,"111,68","20,04"
22/05/2020,"109,84","19,68"
25/05/2020,"108,7","19,93"
26/05/2020,"106,35","19,92"
27/05/2020,"105,89","20,01"
28/05/2020,"106,39","19,84"
29/05/2020,"107,51","20,13"
01/06/2020,"107,78","20,04"
02/06/2020,"107,52","20,6"
03/06/2020,"105,69","20,85"
04/06/2020,"108,25","21,16"
05/06/2020,"107,27","21,59"
08/06/2020,"104,97","21,55"
09/06/2020,"102,75","21,07"
10/06/2020,"103,17","20,98"
12/06/2020,"105,74","20,9"
15/06/2020,"108,26","21,02"
16/06/2020,"109,8","21,01"
17/06/2020,111,"21,08"
18/06/2020,"113,52","21,08"
19/06/2020,"114,81","21,64"
22/06/2020,"112,91","21,43"
23/06/2020,"111,92","21,75"
24/06/2020,"111,97","21,06"
25/06/2020,"112,67","21,16"
26/06/2020,"114,99","21,03"
29/06/2020,"114,71","21,1"
30/06/2020,"115,32","21,2"
01/07/2020,"115,97","21,84"
02/07/2020,"114,44","21,38"
03/07/2020,"114,93","21,62"
06/07/2020,"115,83","21,68"
07/07/2020,"115,9","21,54"
08/07/2020,"116,02","21,71"
09/07/2020,116,"21,74"
10/07/2020,"115,86","21,78"
13/07/2020,"113,87","21,2"
14/07/2020,"115,01","21,53"
15/07/2020,"115,09","21,38"
16/07/2020,"115,5","21,69"
17/07/2020,116,"21,54"
20/07/2020,"116,77","21,89"
21/07/2020,"116,56","22,43"
22/07/2020,"114,85","22,44"
23/07/2020,"116,08","22,3"
24/07/2020,"117,53","22,56"
27/07/2020,"117,28","22,69"
28/07/2020,"117,09","22,72"
29/07/2020,"116,03","22,44"
30/07/2020,"117,52","22,79"
31/07/2020,"119,12","22,85"
03/08/2020,"120,14","22,54"
04/08/2020,"120,55","22,75"
05/08/2020,"120,94","22,83"
06/08/2020,"124,31","23,22"
07/08/2020,"123,2","22,73"
10/08/2020,"123,21","22,57"
11/08/2020,"124,05","22,95"
12/08/2020,"124,9","22,9"
13/08/2020,"126,23","23,51"
14/08/2020,"127,26","23,44"
17/08/2020,"129,67","23,56"
18/08/2020,"131,09","23,97"
19/08/2020,"131,12","23,74"
20/08/2020,"133,2","23,97"
21/08/2020,"132,8","23,68"
24/08/2020,"131,88","23,55"
25/08/2020,"132,98","24,07"
26/08/2020,"133,72","23,88"
27/08/2020,"134,79","24,2"
28/08/2020,"136,63","25,26"
31/08/2020,"137,76","25,16"
01/09/2020,"137,22","25,47"
02/09/2020,"136,57","25,5"
03/09/2020,"136,68","25,84"
04/09/2020,"134,08","25,27"
08/09/2020,"135,17","25,22"
09/09/2020,"136,68","25,84"
10/09/2020,"135,83","25,55"
11/09/2020,"137,4","25,76"
14/09/2020,"136,33","25,83"
15/09/2020,"136,98","25,91"
16/09/2020,"138,46","26,42"
17/09/2020,"139,16","26,57"
18/09/2020,"139,1","25,92"
21/09/2020,"144,52","26,75"
22/09/2020,"147,33","26,96"
23/09/2020,"149,85","26,87"
24/09/2020,"150,86","27,35"
25/09/2020,"146,63","26,45"
28/09/2020,"148,76","26,4"
29/09/2020,"149,45","26,52"
30/09/2020,"148,12","26,37"
01/10/2020,"152,24","26,94"
02/10/2020,"151,86","26,84"
05/10/2020,"156,02","28,06"
06/10/2020,"155,64","27,79"
07/10/2020,"159,22","28,35"
08/10/2020,"159,88","28,61"
09/10/2020,"155,85","28,17"
13/10/2020,"157,73","28,3"
14/10/2020,"157,66","28,14"
15/10/2020,"157,01","27,98"
16/10/2020,"159,44","28,24"
19/10/2020,"157,91","28,18"
20/10/2020,"161,05","28,77"
21/10/2020,"159,47","28,44"
22/10/2020,"164,13","29,32"
23/10/2020,"164,23","29,18"
26/10/2020,"164,73","29,28"
27/10/2020,"166,57","29,36"
28/10/2020,"164,34","28,62"
29/10/2020,"163,82","28,49"
30/10/2020,"163,54","28,45"
03/11/2020,"165,26","28,74"
04/11/2020,"168,53","29,77"
05/11/2020,"168,97","30,46"
06/11/2020,"169,76","31,51"
09/11/2020,"163,28","30,16"
10/11/2020,"169,44","31,5"
11/11/2020,"170,97","31,58"
12/11/2020,"162,27","29,69"
13/11/2020,"165,27","30,18"
16/11/2020,"164,72","30,32"
17/11/2020,"165,47",31
18/11/2020,"165,59","30,98"
19/11/2020,"163,96","30,87"
20/11/2020,"163,62","30,46"
23/11/2020,"162,96","29,97"
24/11/2020,"161,92","30,07"
25/11/2020,"162,54","30,56"
26/11/2020,"161,24","30,25"
27/11/2020,"162,31","30,46"
30/11/2020,"161,77","30,22"
01/12/2020,"160,67","30,7"
02/12/2020,"157,44","30,02"
03/12/2020,"157,78","30,72"
04/12/2020,"152,5","29,74"
07/12/2020,"154,42","30,39"
08/12/2020,"149,02","29,06"
09/12/2020,"155,45","29,99"
10/12/2020,"152,26","30,23"
11/12/2020,"147,31","29,15"
14/12/2020,"151,4","29,63"
15/12/2020,"152,76","30,02"
16/12/2020,"150,35","29,33"
17/12/2020,"150,99","29,75"
18/12/2020,"151,15","29,71"
21/12/2020,"150,98","29,47"
22/12/2020,"150,93","29,22"
23/12/2020,"150,91","29,03"
28/12/2020,"149,98","28,63"
29/12/2020,"151,05","29,14"
30/12/2020,"153,9","29,68"
04/01/2021,"154,7","29,4"
05/01/2021,"162,75","30,92"
06/01/2021,"164,84","31,2"
07/01/2021,"163,85","30,42"
08/01/2021,"165,61","30,58"
11/01/2021,"168,51","30,69"
12/01/2021,"170,72","32,01"
13/01/2021,"170,68","32,2"
14/01/2021,"170,08","32,69"
15/01/2021,"169,66","32,1"
18/01/2021,"170,72","32,26"
19/01/2021,"171,29","32,02"
20/01/2021,"168,79","31,73"
21/01/2021,"170,11","31,76"
22/01/2021,"169,11","30,91"
25/01/2021,"169,69","30,81"
26/01/2021,"169,14","31,75"
27/01/2021,"169,15","31,34"
28/01/2021,"169,6","31,2"
29/01/2021,"168,3","30,69"
01/02/2021,"168,65","30,94"
02/02/2021,"168,47","31,44"
03/02/2021,"166,12","30,98"
04/02/2021,"167,67","30,74"
05/02/2021,"166,36","30,89"
08/02/2021,"168,91","31,44"
09/02/2021,"169,4","31,47"
10/02/2021,"167,39","31,12"
11/02/2021,"165,62","30,72"
12/02/2021,"165,73","30,82"
17/02/2021,164,"30,26"
18/02/2021,"163,7","30,09"
19/02/2021,"162,96","30,14"
22/02/2021,"163,94","30,13"
23/02/2021,"165,95","30,44"
24/02/2021,"165,84","30,52"
25/02/2021,"166,74","30,28"
26/02/2021,"167,45",30
01/03/2021,"168,96","30,18"
02/03/2021,"171,34","30,24"
03/03/2021,"172,36","29,97"
04/03/2021,"171,98","30,37"
05/03/2021,"174,34","30,62"
08/03/2021,"178,03","30,86"
09/03/2021,"179,3","30,97"
10/03/2021,"177,23","31,33"
11/03/2021,"171,32","30,95"
12/03/2021,"169,71","30,5"
15/03/2021,"170,84","30,26"
16/03/2021,"170,54","30,39"
17/03/2021,"171,11","30,65"
18/03/2021,"169,79","30,54"
19/03/2021,"168,17","30,64"
22/03/2021,"168,32","30,53"
23/03/2021,"168,78","30,61"
24/03/2021,"170,15","30,31"
25/03/2021,"170,99","30,17"
26/03/2021,"172,05","29,94"
29/03/2021,"172,68","29,94"
30/03/2021,"171,64","29,87"
31/03/2021,"173,3","30,82"
01/04/2021,"173,86","30,47"
05/04/2021,"172,84","30,47"
06/04/2021,"173,65","31,02"
07/04/2021,"172,52","30,54"
08/04/2021,"172,63","30,98"
09/04/2021,"174,71","30,77"
12/04/2021,"173,52","30,31"
13/04/2021,"175,17","30,73"
14/04/2021,"176,19","31,05"
15/04/2021,"175,74","31,25"
16/04/2021,"177,94","31,86"
19/04/2021,"178,61","32,11"
20/04/2021,"179,32","32,27"
22/04/2021,"181,2","33,17"
23/04/2021,"180,96","32,93"
26/04/2021,"182,86","33,5"
27/04/2021,"183,02","33,49"
28/04/2021,"180,06","33,57"
29/04/2021,"177,44","33,14"
30/04/2021,"179,72","33,07"
03/05/2021,"177,12","32,67"
04/05/2021,"180,59","33,24"
05/05/2021,"180,37","33,61"
06/05/2021,"178,51","33,8"
07/05/2021,"177,51","33,99"
10/05/2021,"177,23","33,88"
11/05/2021,"179,28","34,32"
12/05/2021,"182,97","34,55"
13/05/2021,"178,27","33,64"
14/05/2021,"176,84","33,56"
17/05/2021,"176,54","33,52"
18/05/2021,"176,38","33,62"
19/05/2021,"174,08","32,75"
20/05/2021,"173,91","32,98"
21/05/2021,"173,01","32,35"
24/05/2021,"173,55","32,61"
25/05/2021,"174,28","32,66"
26/05/2021,"173,75","32,73"
27/05/2021,"173,77","33,08"
28/05/2021,"173,35","33,22"
31/05/2021,"172,96","33,1"
01/06/2021,"173,99","33,75"
02/06/2021,"172,8","33,93"
04/06/2021,"173,21","34,4"
07/06/2021,"174,1","34,57"
08/06/2021,"173,45","34,43"
09/06/2021,"171,82","33,89"
10/06/2021,"170,63","33,7"
11/06/2021,"169,41","33,09"
14/06/2021,"166,65","32,86"
15/06/2021,"164,45","32,61"
16/06/2021,"161,32","31,98"
17/06/2021,"156,86","31,22"
18/06/2021,"153,43","30,26"
21/06/2021,"154,8","30,82"
22/06/2021,"155,02","31,23"
23/06/2021,"152,67","30,75"
24/06/2021,"149,28","30,43"
25/06/2021,"148,74","30,04"
28/06/2021,"151,1","30,67"
29/06/2021,"151,74","30,73"
30/06/2021,"158,12","31,8"
01/07/2021,"163,81","32,45"
02/07/2021,"164,28","32,54"
05/07/2021,"163,71","32,21"
06/07/2021,"162,13","31,18"
07/07/2021,"164,08","31,35"
08/07/2021,"166,31","31,65"
09/07/2021,"165,02","31,5"
12/07/2021,"165,83","32,08"
13/07/2021,"167,62","32,42"
14/07/2021,"168,72","33,27"
15/07/2021,"168,9","32,96"
16/07/2021,"170,39","33,28"
19/07/2021,"170,89","32,51"
20/07/2021,"172,01","32,96"
21/07/2021,"173,11","33,4"
22/07/2021,"168,86","32,42"
23/07/2021,"169,07","32,41"
26/07/2021,"167,95","32,45"
27/07/2021,"169,25","32,69"
28/07/2021,"168,69","32,99"
29/07/2021,"168,45","33,18"
30/07/2021,"168,05","32,34"
02/08/2021,"167,41","32,42"
03/08/2021,"168,99","32,6"
04/08/2021,"168,58","32,49"
05/08/2021,"167,79","32,25"
06/08/2021,"170,03","32,44"
09/08/2021,"170,22","32,5"
10/08/2021,"170,68","32,84"
11/08/2021,"170,39","32,59"
12/08/2021,"170,31","32,41"
13/08/2021,"172,19","32,84"
16/08/2021,"173,75","32,87"
17/08/2021,"174,88","33,2"
18/08/2021,"175,83","32,8"
19/08/2021,"175,68","32,44"
20/08/2021,"174,94","32,53"
23/08/2021,"172,57","32,12"
24/08/2021,"171,86","32,68"
25/08/2021,"170,99","32,82"
26/08/2021,"171,19","32,61"
27/08/2021,"169,53","32,63"
30/08/2021,"168,51","32,49"
31/08/2021,"166,95","32,26"
01/09/2021,"165,84","32,05"
02/09/2021,"167,12","32,23"
03/09/2021,"170,42","32,87"
06/09/2021,"169,07","32,67"
08/09/2021,"172,02","32,38"
09/09/2021,"172,7","32,54"
10/09/2021,"173,42","32,93"
13/09/2021,"171,98","32,88"
14/09/2021,"173,43","32,96"
15/09/2021,"175,24","33,43"
16/09/2021,"175,95","33,36"
17/09/2021,"175,44","33,21"
20/09/2021,"173,64","32,45"
21/09/2021,"172,02","32,57"
22/09/2021,"172,43","32,53"
23/09/2021,"173,12","32,61"
24/09/2021,"173,73","32,5"
27/09/2021,"173,85","32,31"
28/09/2021,"174,99","32,23"
29/09/2021,"175,42","32,33"
30/09/2021,"175,59","32,3"
01/10/2021,"170,95","31,88"
04/10/2021,"169,69","31,12"
05/10/2021,"170,7","31,21"
06/10/2021,"172,58","31,45"
07/10/2021,"171,21","31,11"
08/10/2021,"172,52","31,31"
11/10/2021,"171,78","31,05"
13/10/2021,"168,3","30,54"
14/10/2021,"167,68","30,38"
15/10/2021,"168,55","30,87"
18/10/2021,"168,55","30,57"
19/10/2021,"169,89","30,41"
20/10/2021,"172,99","31,19"
21/10/2021,"174,69","30,9"
22/10/2021,"174,62","30,96"
25/10/2021,"171,97","31,01"
26/10/2021,"171,58","30,82"
27/10/2021,"171,79","30,84"
28/10/2021,"172,17","30,59"
29/10/2021,"171,13","30,3"
01/11/2021,"171,21","30,19"
03/11/2021,"168,17","30,06"
04/11/2021,"165,21","29,42"
05/11/2021,"162,72","29,53"
08/11/2021,161,"29,01"
09/11/2021,"160,48","29,27"
10/11/2021,"159,93","29,11"
11/11/2021,"158,88","29,43"
12/11/2021,"159,17","29,18"
16/11/2021,"163,71","29,81"
17/11/2021,"166,1","30,06"
18/11/2021,"167,78","30,13"
19/11/2021,"167,72","29,93"
22/11/2021,"169,82","30,38"
23/11/2021,"172,05","30,68"
24/11/2021,"170,19","30,43"
25/11/2021,"170,58","30,66"
26/11/2021,"166,3","29,7"
29/11/2021,"168,09","29,94"
30/11/2021,"166,76","29,53"
01/12/2021,"166,71","29,43"
02/12/2021,"167,55","29,64"
03/12/2021,"170,56","30,04"
06/12/2021,"168,21","29,58"
07/12/2021,"167,79","29,87"
08/12/2021,"165,97","29,97"
09/12/2021,"165,16","29,6"
10/12/2021,"166,05","29,58"
13/12/2021,"165,93","29,25"
14/12/2021,"166,35","29,23"
15/12/2021,"169,04","29,54"
16/12/2021,"171,26","30,18"
17/12/2021,"171,42","30,17"
20/12/2021,"171,53","29,89"
21/12/2021,"171,7","29,93"
22/12/2021,"174,59","30,79"
23/12/2021,"174,44","30,8"
27/12/2021,"176,06","31,24"
28/12/2021,"176,21","31,26"
29/12/2021,"176,42","30,98"
30/12/2021,"172,34","30,91"
03/01/2022,"174,91","30,9"
04/01/2022,"179,13","31,5"
05/01/2022,"182,14","32,16"
06/01/2022,"180,62","31,77"
07/01/2022,"180,7","32,08"
10/01/2022,"180,66","31,85"
11/01/2022,"180,27","32,31"
12/01/2022,"178,3","32,21"
13/01/2022,"177,41","32,15"
14/01/2022,"176,56","31,97"
